5,6,11,12,17,18,
5,6,11,12,17,18,
5,6,11,12,17,18,
5,6,11,12,17,18,
5,6,12,17,18,
5,6,12,17,18,
5,6,12,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,13,17,18,
5,6,12,14,17,18,
5,6,12,14,17,18,
5,6,12,14,17,18,
5,6,12,14,17,18,
5,6,12,14,17,18,
5,6,12,14,17,18,
5,6,12,14,17,18,
5,6,12,14,17,18,
5,6,12,14,17,18,
5,6,12,14,17,18,
5,6,12,14,17,18,
5,6,12,14,17,18,
5,6,12,14,17,18,
5,6,12,14,17,19,
5,6,12,14,17,19,
5,6,12,14,17,19,
5,6,12,14,17,19,
5,6,12,14,17,19,
5,6,12,14,17,19,
5,6,12,14,17,19,
5,6,12,14,17,19,
5,6,12,14,17,19,
5,6,12,14,17,19,
5,6,12,14,17,19,
5,6,12,14,17,19,
4,6,12,14,17,19,
4,6,12,14,17,19,
4,6,12,14,17,19,
4,6,12,14,17,19,
4,6,12,15,17,19,
4,6,12,15,17,19,
4,6,12,15,17,19,
4,6,12,15,17,19,
4,6,12,15,17,19,
4,6,12,15,17,19,
4,6,12,15,17,19,
4,6,12,15,17,19,
4,6,12,15,17,19,
4,6,12,15,18,19,
4,6,12,15,18,19,
4,6,12,15,18,19,
4,6,12,15,18,19,
4,6,12,15,18,19,
4,6,12,15,18,19,
4,6,12,15,18,19,
4,6,12,15,18,19,
4,6,12,15,18,19,
4,6,12,15,18,19,
4,5,12,15,18,19,
4,5,12,15,18,19,
4,5,12,15,18,19,
4,5,12,15,18,19,
4,5,12,15,18,19,
4,5,12,15,18,19,
4,5,12,15,18,19,
4,5,12,15,18,19,
4,5,12,15,18,19,
4,5,12,15,18,19,
4,5,12,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
3,5,11,15,18,19,
3,5,11,15,18,19,
3,5,11,15,18,19,
3,5,11,15,18,19,
3,5,11,15,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,20,
3,5,11,16,18,20,
3,5,11,16,18,20,
3,5,11,16,18,20,
3,5,11,16,18,20,
3,5,11,16,18,20,
3,5,11,16,18,20,
3,5,11,16,18,20,
3,5,11,16,18,20,
3,5,11,16,18,20,
3,5,11,16,18,20,
3,5,11,16,18,20,
3,5,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,18,20,
3,4,11,16,19,20,
3,4,11,16,19,20,
3,4,11,16,19,20,
3,4,11,16,19,20,
3,4,11,16,19,20,
3,4,11,16,19,20,
3,4,11,16,19,20,
3,4,11,16,19,20,
3,4,11,16,19,20,
3,4,11,16,19,20,
3,4,11,16,19,20,
3,4,11,16,19,20,
3,4,11,16,19,20,
3,4,11,16,19,20,
3,4,11,16,19,20,
3,4,12,16,19,20,
3,4,12,16,19,20,
3,4,12,16,19,20,
3,5,12,16,19,20,
3,5,12,16,19,20,
3,5,12,16,19,20,
3,5,12,16,19,20,
3,5,12,16,19,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,12,16,18,20,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,16,18,19,
3,5,11,15,18,19,
3,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,18,19,
4,5,11,15,17,19,
4,5,11,15,17,19,
4,5,11,15,17,19,
4,5,11,15,17,19,
4,5,11,15,17,19,
4,5,11,15,17,19,
4,5,11,15,17,19,
4,5,11,15,17,19,
4,5,11,15,17,19,
4,5,11,15,17,19,
4,5,11,15,17,19,
4,5,11,15,17,19,
4,5,11,15,17,19,
4,5,11,15,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,5,11,14,17,18,
4,6,11,14,17,18,
4,6,11,14,17,18,
4,6,11,14,17,18,
4,6,11,14,17,18,
4,6,11,14,17,18,
4,6,11,14,17,18,
4,6,11,14,17,18,
4,6,11,14,17,18,
4,6,11,14,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,17,18,
4,6,11,13,16,18,
4,6,11,13,16,18,
4,6,11,13,16,18,
4,6,11,13,16,18,
4,6,11,13,16,18,
4,6,11,13,16,18,
4,6,11,13,16,18,
4,6,11,13,16,18,
4,6,11,13,16,18,
4,6,11,13,16,18,
4,6,11,13,16,18,
4,6,11,12,16,18,
4,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
5,6,11,12,16,18,
